KOI,P_ttv [cycles],amplitude_ttv [min],delta_BIC,P_lin,P_ttv [days]
249.01,34.81290658339839,1.5017613658103803,2.5378421861519485,9.549275463210256,332.438034639877
250.01,61.28429625858997,8.965147806546474,225.91681778470848,12.28299372815489,752.7546265786468
250.02,42.209530738450354,9.791033068485607,97.86977676040473,17.251226019317226,728.166154938325
250.04,2.9769064628675856,3.485212198666787,-3.8705144053032967,46.82768855901188,139.40164871247296
251.01,2.926444666679377,1.4134868163052097,5.750257240506869,4.164382508135089,12.18683498094482
252.01,7.271550903901046,3.252346957897715,0.47083316082594706,17.60460229724758,128.01276174736907
253.01,2.030611736355614,2.5838408114218954,1.1015562807908452,6.383162722299327,12.961725138968665
253.02,39.27007299270073,45.896220194237664,46.22190933662024,20.617788411189526,809.662055855472
254.01,6.456064343981416,0.16156834688177235,17.305068163405736,2.4552406387902614,15.851191543987962
255.01,3.1621621621621623,3.4918887258623474,5.312639881944122,27.52200514443767,87.02904329457319
257.01,2.6545991034443626,0.8565785496591037,0.826793880689138,6.8834037003570145,18.272677291613338
260.01,2.0017446298113617,25.587219963873128,1.6742535747866611,10.49568899289185,21.00968907769148
260.02,3.9037111334002006,9.930468852162662,35.27644999952496,100.2832947462602,391.47701419502977
260.03,3.8199052132701428,14.707881003559187,59.63797995680656,21.869609994891732,83.53983723167175
262.01,134.31137088204036,34.64279584643301,448.99517965354227,7.812823688240648,1049.3510600272803
262.02,312.0,36.310136451472374,168.73994828303086,9.37660655564119,2925.5012453600516
263.01,2.4918620592681124,6.701778223476284,0.0935390525394908,20.719408444417915,51.629907793124346
265.01,85.99686843298035,9.856247250943897,23.809250744109534,3.568087601725927,306.84436004297294
268.01,3.0921985815602837,5.446757676058744,14.574325402319232,110.37847118617616,341.31215203668654
269.01,2.522326935412247,8.241011440071235,8.226391211419,18.01158219623665,45.43109892295937
270.01,2.0023105313199676,17.816302700082588,4.127944875416844,12.582277162002654,25.193626069464628
270.02,5.60148757095322,13.972146628565392,26.161219504492195,33.67247677959468,188.61596016411053
271.01,2.0088565554325477,24.461447813022268,1.5351262512611115,48.63041479415214,97.69152755263647
271.02,36.855670103092784,10.134130471227811,55.1029691699635,29.393301905261076,1083.3098382609107
271.03,3.4843698429911827,11.046496307473085,20.00116181081046,14.4360111756071,50.300401993369064
273.01,7.28280659567159,2.0598594237571564,3.5150365389515343,10.57376188799449,77.00666281894715
274.01,61.44473007712082,67.32349023110292,196.4009468444042,15.08931393862299,927.1588220076264
274.02,40.246366782006916,104.41910918544552,219.1132532024717,22.803921443650168,917.7749864892173
275.01,35.99141630901287,9.434347229070777,15.247808459455555,15.791958810753451,568.3749638926113
275.02,2.466321243523316,13.129206283206871,2.140577678189345,82.19958573078307,202.73058449664632
276.01,4.367299041658518,3.7309872663993393,9.468760193028828,41.74598973592572,182.3172209667947
277.01,27.715770537677393,120.8359168647379,27593.990314035742,16.232103698470418,449.88526145059063
277.02,32.11840136781363,176.8879419521431,1606.8441185762747,13.84874454836026,444.79953584455575
279.01,45.445344129554655,3.1228938200405536,29.594518501651365,28.454958976842565,1293.1454028949709
279.02,2.421523160306197,10.5046832635174,32.15997830141325,15.413130863202444,37.32325335807496
280.01,244.0,5.2913460308283025,3.3385166614361026,11.87284933347765,2896.9752373685465
281.01,4.387044379687575,5.617604020296286,5.376247473513686,19.556622208349523,85.79576954481298
282.01,6.585736390490927,2.009319976957235,3.594176869659229,27.50862170891681,181.16453104066215
282.02,2.0154258267134675,9.837949819579926,2.07128824814896,8.457430113908996,17.045323079196415
282.03,2.3786109403810696,18.057315401349026,3.994502932494054,87.51821142881553,208.17177518716417
283.01,19.17681013928975,1.8054106814384938,2.0650555578599636,16.091965773531566,308.59257240696377
283.02,3.868837731611454,39.68868772330657,29.447649392935517,25.516196847857557,98.71802513221657
284.01,15.33903345724907,7.367800141670359,8.12577614079727,18.010172930358998,276.2586451496182
284.02,2.201666208479256,6.525320381217956,4.960460579945732,6.414927945625712,14.123530087713384
284.03,8.490734861167235,9.602196587441272,15.416438904820183,6.178170543414334,52.45720801120461
284.04,2.3879093198992445,4.538646442633529,-3.8180018103535227,110.2873298812688,263.3561428902842
285.01,6.844260872583388,3.1884549335517995,7.942726660176845,13.748827229681275,94.1005602520166
285.02,6.268008807801196,12.071790688939306,10.546169589181055,26.723207870157143,167.5013023028472
285.03,3.1156857060017398,21.902855060234803,6.102676816014707,49.35685965569667,153.78046212238806
288.01,4.7827589931943395,3.941185203757528,0.7250463239593614,10.27531601557876,49.144360081423144
289.01,3.5299211380856654,4.381416356494788,0.9478024882999705,26.629496353529703,94.00002207489965
289.02,5.473684210526315,3.488508867565348,-2.2257589191480425,296.6363196398953,1623.693539081532
291.01,2.067648827420325,6.843215967750766,-1.0608006451073067,31.517795712826974,65.16773334850004
291.02,4.5480657706215455,14.862261834388567,13.77110589078454,8.12991836491624,36.97540343342303
292.01,3.2931390062330856,4.129014500886337,15.060042535003163,2.586640405796958,8.518166415428539
294.01,2.1029128184309345,7.525679844729842,3.2500461240980307,34.43595425880614,72.41580962574477
295.01,6.2813182564994685,3.4184914846206254,6.412737744491864,5.3174385663888755,33.4005239448728
295.02,2.024783038558717,15.508881030676141,8.099244841193126,10.105629760379195,20.461707732769984
296.01,2.3699664429530203,5.331068712475066,0.3704731588095598,28.86237212589304,68.40285340238913
297.01,9.874826827479422,6.540575566795054,6.086382411115892,5.6517970881662665,55.81051750969433
298.01,3.177145772222931,8.720137415321563,10.775608330465033,19.963670657743265,63.42749182829999
298.02,6.701402805611221,14.497474660353754,-0.4855955427451164,57.38384492134236,384.5522593526429
299.01,8.24745727814174,2.17465251744195,1.5412547159783117,1.5416753636374072,12.714901698363148
301.01,2.6202626993624385,5.4853421546301036,11.092748221043166,6.002539786429422,15.728231103819992
301.02,2.4960010753410846,47.15105065017076,47.950948473404594,11.448440206144811,28.575319065515558
303.01,8.828282828282829,4.533691151542571,15.664177059982798,60.92826788661834,537.8919811404488
304.01,3.541444290231653,1.7383245599644543,7.262610111273233,8.512035424298684,30.144899251632143
305.01,2.268590234133863,2.2551778677767387,2.1215986182086795,4.603575618743902,10.44362669077917
306.01,12.429876192409173,1.9151252725955896,-2.8902707946153825,24.30789339434764,302.14410539002193
307.01,12.474127557160049,9.180021437443779,11.862321226182345,19.674111283011865,245.41737371805175
307.02,3.1276907785896744,12.872613554335906,17.374435943427102,5.211066723524327,16.298605337782547
308.01,17.38532110091743,34.83625424791608,1359.6892458907414,35.59703769338267,618.8659305409188
312.01,3.4506398186219887,20.71795650263171,247.18710851446878,11.578863961442368,39.95448903976017
312.02,10.026405867970661,7.490706013869536,11.352695438490912,16.39926116636889,164.42564838886443
313.01,3.3451327433628317,4.142244681977304,11.503187957379907,18.735745849703545,62.67355691316761
313.02,4.295071772814428,3.8111992380996633,4.115949982076756,8.436388393597314,36.23489365383907
314.01,84.4312114989733,4.101916298210703,55.8509572173252,13.781065389180657,1163.5520465550928
314.02,47.827885256837895,20.83400148369452,600.6291587615522,23.089069184105938,1104.3013516246106
315.01,56.67289719626169,134.55001436960686,20008.73227552239,35.58124666338876,2016.4923342690604
316.01,2.762552480100306,3.9523174422141945,7.567697274001247,15.771115984063826,43.5685355757251
316.02,6.313725490196077,28.64589303342904,65.74702269360101,157.0648735853861,991.6644959704768
316.03,106.04929577464789,5.695714963354625,11.427743313826284,7.305696453265927,774.7639640121944
317.01,2.1947847942192893,6.088532762207766,8.43770891149407,22.207991662840147,48.7417624117503
318.01,22.71992300288739,11.949387893571595,458.2777327585127,38.58442415080083,876.6351458169436
319.01,6.664012738853504,13.026636749717202,517.4736206498608,46.15119028565273,307.5521199768419
321.01,2.2910812343079288,3.3072661808124124,8.039971365184556,2.4263046490020868,5.558861050042767
323.01,17.529040182488156,1.8151250693516476,8.198109919901867,5.835986131348766,102.29923540085612
326.01,2.809430418783221,6.386212107195977,11.328900691714153,8.97349150157818,25.210399987226463
326.02,9.547445255474452,37.29113975821887,6.797589324901395,108.5408733425689,1036.2880462195628
327.01,3.0180211098736374,7.0229709201846635,24.43181648150926,3.2542730047808477,9.82146462572051
327.02,4.434782608695652,27.105637131278655,5.858578522590136,91.3513065253912,405.12318546043053
330.01,20.69696603408679,11.670732649085238,14.840280516459558,7.974214126646894,165.0420389277458
331.01,4.25621711437275,11.476474646024156,10.111166368340541,18.68395169369823,79.52295496283213
332.01,2.4710373902377607,6.37945684776313,10.36289478276069,5.458507231892786,13.488175464890293
333.01,11.20352184219438,6.753625641851952,14.832088867452711,13.285357298593283,148.84279067614636
337.01,3.575814879323215,9.201140045727334,2.8006868005315297,19.783061762709984,70.7405666096685
338.01,2.4826881101721914,5.961889240348749,6.038331559119342,7.010638918834115,17.405229888499882
339.01,3.5739621082016964,6.031900908960289,38.31364544964981,1.9803611851056344,7.077735836120943
339.02,45.07081174438687,10.963462380960665,11.979310301978558,12.834509201693658,578.461748061136
341.01,2.1691296869908805,18.3481543763906,462.5966074267153,7.170720408159164,15.554222514449405
341.02,4.8241292975349594,44.81971131734427,922.8309645202257,4.699685317228875,22.671889628038695
343.01,7.430714049697593,3.432549661368449,17.907103699550476,4.761700064612767,35.38283157056402
343.02,2.206998354677086,5.111578405548361,34.68103238341973,2.0241463721345236,4.4672877129264865
343.03,2.6446457112413424,55.39680403172913,39.104761987800664,41.80962179391746,110.57163696590636
344.01,7.636750620787514,3.5468704392215673,3.1795737004627185,39.30940358883009,300.1961122597851
345.01,31.17241379310345,11.476151169351663,226.04077680798704,29.884777256378687,931.5806427505632
346.01,2.984751871361242,2.809589016961999,4.6857324624281915,12.924906685861822,38.5776394177955
348.01,4.507939760270464,2.0101595451273533,1.755055941215332,28.511168172923924,128.52662861848154
349.01,2.269394159179384,3.435162232671724,2.492877872400342,14.386813660388977,32.64935089008892
350.01,224.0,85.33581132708963,450.9550817426719,12.990162467019577,2909.7963926123853
351.02,3.475177304964539,170.11672447669957,3887.1066619323756,210.6220917242951,731.9491130844298
351.03,2.1406933692359478,14.411367823721822,6.491121397641891,59.737405268064265,127.87946735270575
351.04,9.439093484419264,13.687634271098416,1.759449603268596,91.93900429176752,867.8208563744175
352.01,21.12942155638785,13.331632907527496,13.56200074232509,27.082563545920593,572.2389019894183
353.01,18.0,6.429172689343199,36.6008720342648,152.10635029525213,2737.914305314538
353.02,9.961862852951963,12.469580264199177,4.7162102992699815,30.652938934195895,305.360373702371
354.01,2.764253619570644,3.8505630252795227,0.1434601030715612,15.959970313962836,44.1174057086118
354.02,2.0279943722653693,32.347638525594085,90.43931342616543,7.378837039054618,14.964239989066026
355.01,12.10786009778112,2.8422845379395882,1.9525944436215354,4.903319567149073,59.36870733375366
356.01,8.432659236927384,0.907196352863029,5.716906147893951,1.8270820951280504,15.407160706106191
361.01,76.66372337340079,7.684909081684703,28.12560674061274,3.247551344991067,248.9693779533108
365.01,2.272411396803336,3.4219699454002637,6.928516783711547,81.7377731642965,185.74184728787324
