KOI,P_ttv [cycles],amplitude_ttv [min],delta_BIC,P_lin [days],P_ttv [days],P_lin_archive [days],planet 01 P_pert_archive [days],planet 03 P_pert_archive [days],planet 02 P_pert_archive [days],planet 04 P_pert_archive [days],planet 05 P_pert_archive [days],planet 06 P_pert_archive [days],planet 07 P_pert_archive [days]
183.01,4.21506092752943,0.0892034127510812,7.412797586759552,2.6843285065785563,11.3146082047327,2.684328541,,,,,,,
186.01,4.264499775992967,0.2028977663210439,11.600206755571548,3.243259883371225,13.830881046123563,3.24325988,,,,,,,
191.02,2.818723921965095,5.015539295110368,17.624264337747604,2.418406960392591,6.816821552305488,2.418406841,15.358767771,0.708621057,,38.6520796,,,
200.01,394.00000000000006,1.0365203871705608,21.482721315827742,7.340717801388033,2892.242813746885,7.340714946,,,,,,,
202.01,934.067570638588,0.245306596410866,39.11625510844726,1.7208611832247158,1607.4006248209564,1.72086129,,,,,,,
203.01,4.049618575800647,0.1967663114165145,130.7091721811314,1.4857109270617397,6.0165625684992206,1.485710994,,,,,,,
204.01,11.12354153665778,0.547656508434443,22.297105946559785,3.2467322783879715,36.11516135705615,3.246732048,,,,,,,
208.01,34.69072330580637,0.5361933725147722,23.581187008867573,3.003876517891316,104.20664912697676,3.003879547,,,,,,,
209.01,3.3456083602886286,2.164126459135918,11.945642729415823,50.79035670700392,169.92464202099396,50.79034648,,,18.79591276,,,,
209.02,2.701590271281572,5.988590113798559,107.5109588881129,18.795878139861287,50.77876152284321,18.79591276,50.79034648,,,,,,
212.01,5.171315966548112,0.7131310835585334,10.249056096283908,5.695902219657194,29.45531009241008,5.69590202,,,,,,,
217.01,2.4729130382881297,0.288995179899247,55.917166561990825,3.9050819847734095,9.656928155730254,3.905081685,,,,,,,
220.01,4.2346911256068855,0.6935053785613537,6.564965594181899,2.4220845253466443,10.2567798449552,2.422084188,,,4.12511935,,,,
222.02,5.061367215652777,7.530833943433076,10.76297401872094,12.794565341712802,64.75799355907245,12.7945474,6.312508525,,,,,,
223.02,5.928571428571428,10.443105816206575,10.27709445432574,41.00811025243394,243.1195107822869,41.0081117,3.177414601,,,,,,
226.01,73.53330379559888,8.774354773130144,46.5391650295129,8.308671008121378,610.9640293778741,8.30865307,,,,,,,
227.01,95.77235772357724,1104.5763373380375,796347.8509124554,17.66929636924897,1692.2301725996165,17.65737838,,,,,,,
232.02,5.391488518277317,7.999853818129077,23.66657170627127,5.766189322816468,31.088343528178243,5.766165573,12.466004437,21.58752788,,37.9962369,56.2590881,,
232.03,3.4296300518725413,21.153375063752968,18.0011085916385,21.58702707756276,74.03551679579552,21.58752788,12.466004437,,5.766165573,37.9962369,56.2590881,,
232.04,74.0,366.8607801387744,93.97166531946996,38.011404061483695,2812.843900549793,37.9962369,12.466004437,21.58752788,5.766165573,,56.2590881,,
234.01,9.630556999102378,4.6688711282716975,9.5650369167532,9.613752361018047,92.5857900880394,9.61375316,,,,,,,
238.01,2.1611397690985017,6.460841697631972,7.180089378169939,17.232333128704873,37.24148043879771,17.23232894,,362.97828,26.6951944,,,,
238.02,18.20349761526232,50.36100328443624,13.2185646172357,26.69479798297368,485.93869142297086,26.6951944,17.23232894,362.97828,,,,,
239.01,9.971796589473326,2.223546463374963,7.953657700474821,5.640676102421784,56.24767472045324,5.640676975,,,3.62275506,,,,
241.01,11.844189221749255,5.448058161599604,11.008820811302854,13.821388486049974,163.7031405360824,13.82142084,,3.41045981,30.9505927,,,,
244.01,26.61701376632545,1.4799401213443664,121.6667642211568,12.72037093770033,338.57828836153584,12.720370263,,,6.238535444,,,,
244.02,51.82509505703422,3.968730310511664,179.57251269224707,6.238534686250079,323.31265313151545,6.238535444,12.720370263,,,,,,
245.01,3.948658109684948,2.0535716475318786,56.82929315584301,39.792231686153016,157.12591834999046,39.79220077,,13.3669309,21.30181863,51.20690303,,,
246.02,11.020835842466578,30.641704557006086,204.3429791763828,9.604986653586986,105.85498117826457,9.60505976,5.398752862,,,,,,
248.01,50.913544459743456,11.109549885394705,237.904738885838,7.203855092331486,366.7737965249684,7.203855862,,2.576571021,10.91274065,18.59611518,,,
248.02,33.920683760683765,20.647944701161038,234.89011406278183,10.912705390184808,370.166428513968,10.91274065,7.203855862,2.576571021,,18.59611518,,,
248.03,2.192465441018569,4.196078174600506,9.652208433263697,2.5765713796633785,5.649043706229493,2.576571021,7.203855862,,10.91274065,18.59611518,,,
248.04,3.617921593030492,11.909111639679908,15.166917813230995,18.596304563031797,67.2799718291642,18.59611518,7.203855862,2.576571021,10.91274065,,,,
250.01,61.28429625858997,8.965147806546474,225.91681778470848,12.28299372815489,752.7546265786468,12.282998287,,3.543919702,17.25121397,46.82767725,,,
250.02,42.209530738450354,9.791033068485609,97.86977676040472,17.251226019317226,728.166154938325,17.25121397,12.282998287,3.543919702,,46.82767725,,,
253.02,39.27007299270073,45.896220194237664,46.22190933662024,20.61778841118953,809.662055855472,20.6180348,6.383159135,,,,,,
254.01,6.456064343981416,0.1615683468817723,17.305068163405736,2.455240638790261,15.851191543987962,2.455240626,,,,,,,
260.02,3.9037111334002006,9.930468852162662,35.27644999952496,100.2832947462602,391.47701419502977,100.2830675,10.49566303,21.86965714,,,,,
260.03,3.819905213270143,14.707881003559187,59.63797995680656,21.86960999489173,83.53983723167175,21.86965714,10.49566303,,100.2830675,,,,
262.01,134.31137088204036,34.64279584643301,448.9951796535423,7.812823688240648,1049.3510600272805,7.81285862,,,9.37663713,,,,
262.02,312.0,36.31013645147237,168.73994828303086,9.37660655564119,2925.501245360052,9.37663713,7.81285862,,,,,,
265.01,85.99686843298035,9.856247250943897,23.809250744109534,3.568087601725927,306.84436004297294,3.568099612,,,,,,,
268.01,3.092198581560284,5.446757676058744,14.574325402319232,110.37847118617616,341.31215203668654,110.3783828,,,,,,,
269.01,2.522326935412247,8.241011440071235,8.226391211419,18.01158219623665,45.43109892295937,18.01164974,,,,,,,
270.02,5.60148757095322,13.972146628565392,26.161219504492195,33.67247677959468,188.61596016411053,33.67280658,12.58229808,,,,,,
271.02,36.855670103092784,10.134130471227811,55.1029691699635,29.39330190526108,1083.3098382609107,29.39337161,48.6303805,14.4359459,,,,,
271.03,3.4843698429911827,11.046496307473085,20.00116181081046,14.4360111756071,50.30040199336906,14.4359459,48.6303805,,29.39337161,,,,
274.01,61.44473007712082,67.32349023110292,196.4009468444042,15.08931393862299,927.1588220076264,15.0896415,,,22.8030252,,,,
274.02,40.24636678200692,104.41910918544552,219.1132532024717,22.803921443650168,917.7749864892172,22.8030252,15.0896415,,,,,,
275.01,35.99141630901287,9.434347229070775,15.247808459455555,15.791958810753451,568.3749638926113,15.79196594,,,82.2001239,,,,
276.01,4.367299041658518,3.7309872663993393,9.468760193028828,41.74598973592572,182.3172209667947,41.74598855,,,,,,,
277.01,27.715770537677397,120.8359168647379,27593.990314035746,16.232103698470418,449.8852614505906,16.23191704,,,13.84984567,,,,
277.02,32.11840136781363,176.8879419521431,1606.8441185762747,13.84874454836026,444.79953584455575,13.84984567,16.23191704,,,,,,
279.01,45.445344129554655,3.1228938200405536,29.594518501651365,28.454958976842565,1293.1454028949709,28.45489091,,7.5143967,15.4130812,,,,
279.02,2.421523160306197,10.5046832635174,32.15997830141325,15.413130863202444,37.32325335807496,15.4130812,28.45489091,7.5143967,,,,,
283.02,3.868837731611454,39.68868772330657,29.44764939293552,25.51619684785756,98.71802513221655,25.5172744,16.09196369,9.48814747,,,,,
284.01,15.33903345724907,7.367800141670359,8.12577614079727,18.010172930358998,276.2586451496182,18.01019956,,6.17817366,6.41491277,110.2867031,,,
284.03,8.490734861167235,9.602196587441272,15.416438904820184,6.178170543414334,52.45720801120461,6.17817366,18.01019956,,6.41491277,110.2867031,,,
285.01,6.844260872583388,3.1884549335517995,7.942726660176845,13.748827229681275,94.1005602520166,13.74883059,,49.3567907,26.723169,,,,
285.02,6.268008807801196,12.071790688939306,10.546169589181057,26.723207870157143,167.5013023028472,26.723169,13.74883059,49.3567907,,,,,
285.03,3.11568570600174,21.902855060234803,6.102676816014707,49.35685965569667,153.78046212238806,49.3567907,13.74883059,,26.723169,,,,
291.02,4.5480657706215455,14.862261834388567,13.77110589078454,8.12991836491624,36.97540343342303,8.12999858,31.51779463,,,,,,
292.01,3.2931390062330856,4.129014500886337,15.060042535003165,2.586640405796958,8.518166415428539,2.586639524,,,,,,,
295.01,6.2813182564994685,3.4184914846206254,6.412737744491864,5.317438566388876,33.4005239448728,5.317440164,,,10.10575764,,,,
295.02,2.024783038558717,15.50888103067614,8.099244841193126,10.105629760379196,20.461707732769984,10.10575764,5.317440164,,,,,,
297.01,9.874826827479422,6.540575566795054,6.086382411115892,5.6517970881662665,55.81051750969433,5.65178922,,,,,,,
298.01,3.177145772222931,8.720137415321563,10.775608330465031,19.963670657743265,63.42749182829999,19.96367208,,,57.3840375,,,,
301.01,2.6202626993624385,5.485342154630104,11.092748221043166,6.002539786429422,15.728231103819992,6.002548291,,,11.44865823,,,,
301.02,2.4960010753410846,47.15105065017076,47.950948473404594,11.448440206144811,28.57531906551556,11.44865823,6.002548291,,,,,,
303.01,8.828282828282829,4.533691151542571,15.664177059982798,60.92826788661834,537.8919811404488,60.92818866,,,,,,,
304.01,3.541444290231653,1.7383245599644543,7.262610111273233,8.512035424298684,30.144899251632143,8.512037736,,,5.518195,,,,
307.01,12.474127557160047,9.18002143744378,11.862321226182344,19.674111283011865,245.41737371805172,19.67409703,,,5.21104597,,,,
307.02,3.1276907785896744,12.872613554335906,17.374435943427102,5.211066723524327,16.298605337782547,5.21104597,19.67409703,,,,,,
308.01,17.38532110091743,34.83625424791608,1359.6892458907414,35.59703769338267,618.8659305409188,35.5969684,,,,,,,
312.01,3.4506398186219887,20.71795650263171,247.1871085144688,11.578863961442368,39.95448903976017,11.57890926,,,16.39926461,,,,
312.02,10.02640586797066,7.490706013869536,11.352695438490912,16.39926116636889,164.42564838886443,16.39926461,11.57890926,,,,,,
313.01,3.345132743362832,4.142244681977304,11.503187957379907,18.735745849703545,62.67355691316761,18.73577127,,,8.43639829,,,,
314.01,84.4312114989733,4.101916298210703,55.8509572173252,13.781065389180656,1163.5520465550928,13.78109471,,10.31282204,23.08902241,,,,
314.02,47.827885256837895,20.83400148369452,600.6291587615522,23.089069184105934,1104.3013516246106,23.08902241,13.78109471,10.31282204,,,,,
315.01,56.67289719626169,134.55001436960686,20008.73227552239,35.58124666338876,2016.4923342690604,35.58349688,,,,,,,
316.01,2.762552480100306,3.9523174422141945,7.567697274001247,15.771115984063826,43.5685355757251,15.77111067,,7.305706326,157.0659976,,,,
316.02,6.313725490196077,28.64589303342904,65.74702269360101,157.0648735853861,991.6644959704768,157.0659976,15.77111067,7.305706326,,,,,
316.03,106.04929577464787,5.695714963354625,11.427743313826284,7.305696453265927,774.7639640121944,7.305706326,15.77111067,,157.0659976,,,,
317.01,2.1947847942192893,6.088532762207766,8.43770891149407,22.207991662840147,48.7417624117503,22.20809549,,,11.505879,,,,
318.01,22.71992300288739,11.949387893571595,458.2777327585127,38.58442415080083,876.6351458169436,38.5833679,,,,,,,
319.01,6.664012738853504,13.026636749717202,517.4736206498608,46.15119028565273,307.5521199768419,46.15119482,,,,,,,
321.01,2.2910812343079288,3.3072661808124124,8.039971365184556,2.4263046490020868,5.558861050042767,2.426304127,,,4.62334491,,,,
323.01,17.529040182488156,1.815125069351648,8.198109919901867,5.835986131348766,102.29923540085612,5.83599485,,,,,,,
327.01,3.0180211098736374,7.022970920184664,24.43181648150926,3.254273004780848,9.82146462572051,3.254277742,,,91.3514816,,,,
330.01,20.69696603408679,11.670732649085238,14.840280516459558,7.974214126646894,165.0420389277458,7.97420583,,,1.88899036,,,,
331.01,4.25621711437275,11.476474646024156,10.11116636834054,18.68395169369823,79.52295496283213,18.68405716,,,10.52286678,,,,
332.01,2.4710373902377607,6.37945684776313,10.36289478276069,5.458507231892786,13.488175464890292,5.45849914,,,6.86674226,,,,
333.01,11.20352184219438,6.753625641851952,14.832088867452711,13.285357298593285,148.84279067614636,13.28536452,,,,,,,
338.01,2.482688110172192,5.961889240348749,6.038331559119342,7.010638918834115,17.405229888499882,7.0106324,,,3.10762684,,,,
339.01,3.5739621082016964,6.031900908960289,38.31364544964981,1.9803611851056344,7.077735836120943,1.980356674,,35.8656484,12.8344771,,,,
339.02,45.07081174438687,10.963462380960664,11.979310301978558,12.834509201693658,578.461748061136,12.8344771,1.980356674,35.8656484,,,,,
341.01,2.1691296869908805,18.3481543763906,462.5966074267153,7.170720408159164,15.554222514449403,7.170710381,,,4.699652821,,,,
341.02,4.82412929753496,44.81971131734427,922.8309645202256,4.699685317228875,22.67188962803869,4.699652821,7.170710381,,,,,,
343.01,7.430714049697593,3.432549661368449,17.907103699550476,4.761700064612767,35.38283157056402,4.761705895,,41.8085031,2.024143568,,,,
343.02,2.206998354677086,5.111578405548361,34.68103238341973,2.024146372134524,4.467287712926487,2.024143568,4.761705895,41.8085031,,,,,
343.03,2.6446457112413424,55.39680403172913,39.10476198780066,41.80962179391746,110.57163696590636,41.8085031,4.761705895,,2.024143568,,,,
345.01,31.17241379310345,11.476151169351663,226.04077680798704,29.884777256378687,931.5806427505632,29.88487723,,,,,,,
350.01,224.0,85.33581132708963,450.9550817426719,12.990162467019577,2909.7963926123853,12.99065074,,,,,,,
351.02,3.475177304964539,170.11672447669957,3887.106661932376,210.6220917242951,731.9491130844298,210.6013843,331.5972732,59.7371443,,91.9401253,8.71980135,7.00821787,124.922516
351.03,2.140693369235948,14.411367823721822,6.491121397641891,59.737405268064265,127.87946735270576,59.7371443,331.5972732,,210.6013843,91.9401253,8.71980135,7.00821787,124.922516
352.01,21.12942155638785,13.331632907527496,13.56200074232509,27.082563545920596,572.2389019894183,27.08239734,,,16.00747237,,,,
353.01,18.0,6.429172689343199,36.6008720342648,152.10635029525213,2737.914305314538,152.1060435,,11.1619384,30.6528935,,,,
354.02,2.0279943722653693,32.347638525594085,90.43931342616544,7.378837039054618,14.964239989066026,7.37867551,15.95995611,,,,,,
361.01,76.66372337340079,7.684909081684703,28.12560674061274,3.247551344991067,248.9693779533108,3.247548814,,,,,,,
365.01,2.272411396803336,3.421969945400264,6.928516783711547,81.7377731642965,185.74184728787324,81.737872,,,117.761,,,,
366.01,3.261554088369731,0.9241989328665432,13.564828272369198,75.1122109482051,244.982538704608,75.1122132,,,,,,,
369.01,12.411212353063924,10.863763271354207,30.39775314112859,5.8852623527773575,73.04324081381239,5.88527364,,,10.10463142,,,,
369.02,3.1198349449627605,8.987688384176671,6.266940386844567,10.104591672109253,31.52465820322613,10.10463142,5.88527364,,,,,,
370.01,66.0,74.66592813816672,79.4661709313804,42.87838308444712,2829.97328357351,42.88247951,,,22.95062278,,,,
370.02,2.3242036636785603,13.356410920140178,14.066496071123922,22.950677635800456,53.34204904503302,22.95062278,42.88247951,,,,,,
372.01,6.620060790273556,17.415953470792978,6492.420768659895,125.62968889534666,831.6761775503495,125.6291479,,,,,,,
373.01,3.235294117647059,6.587907527697151,9.447410450967531,135.1880705824054,437.3731695313116,135.1879934,,,,,,,
374.01,14.0,126.50158576008126,173.95092996953235,172.67511010796787,2417.45154151155,172.7046083,,,,,,,
377.01,70.08639308855291,522.8904882353768,9056544.335542956,19.245172516372023,1348.8247260394646,19.270825843,,1.59295975,38.90787517,,,,
377.02,34.130612244897954,1181.7267585033771,23796521.908761576,38.95612898675818,1329.596533009273,38.90787517,19.270825843,1.59295975,,,,,
384.01,2.102252698708836,11.333225316026386,31.733549377637985,5.080030683267411,10.679508213422606,5.0800579,,,,,,,
385.01,4.282465828731352,8.342217259866167,9.083129668491324,13.144974396983736,56.29290367463136,13.14496741,,,,,,,
386.02,2.0996367410482617,12.880802945982566,9.30944848437273,76.73278214218047,161.11096862857406,76.7324556,31.1588249,,,,,,
388.01,14.469801322480642,7.036140498720039,8.360816323966333,6.149571637732504,88.98307981635124,6.14955931,,,,,,,
392.01,21.047981721249048,24.72414424878,12.575817241305453,33.41533205724248,703.3252983503071,33.4160553,,,12.6119685,,,,
